gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,startersBench
0022500492,1610612744,Golden State,Warriors,GSW,warriors,127:22,24,48,0.5,13,28,0.464,16,18,0.889,2,13,15,18,5,1,8,4,77,Starters
0022500492,1610612744,Golden State,Warriors,GSW,warriors,127:22,19,39,0.487,6,17,0.353,2,6,0.333,11,19,30,14,4,1,6,9,46,Bench
0022500492,1610612762,Utah,Jazz,UTA,jazz,156:29,33,65,0.508,11,29,0.379,7,9,0.778,6,17,23,19,3,0,13,10,84,Starters
0022500492,1610612762,Utah,Jazz,UTA,jazz,156:29,12,21,0.571,2,6,0.333,4,8,0.5,4,10,14,13,4,2,2,10,30,Bench
