gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,estimatedTeamTurnoverPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE
0022500492,1610612744,Golden State,Warriors,GSW,warriors,240:00,627.6,125.5,593.8,118.8,33.8,6.8,0.744,2.13,21.3,0.417,0.756,0.581,15.306,15.3,0.603,0.63,1.0,0.949,19.4,97.0,80.83,98.0,0.547
0022500492,1610612762,Utah,Jazz,UTA,jazz,240:00,593.8,118.8,627.6,125.5,-33.8,-6.8,0.711,2.13,23.0,0.244,0.583,0.419,15.625,15.6,0.599,0.61,1.0,1.0,19.4,97.0,80.83,96.0,0.453
